candidate,p,q,P,Q,k_arma,n_exog,k_params_total,aicc,aic,nobs,nobs_effective,llf_burn,converged,lb_lag,lb_stat,lb_df,lb_pvalue,lb_pass
fourier_K5,2,2,1,0,5,10,16,6018.846883254561,6018.218707734931,884,883,1,False,14,5.64002715199259,9,0.7753348580536685,True
fourier_K3,2,2,1,2,7,6,14,6018.867013571437,6018.383142603696,884,883,1,False,14,5.048806002091609,7,0.6540071062622905,True
fourier_K4,0,2,1,2,5,8,14,6018.915631173529,6018.431760205787,884,883,1,False,14,5.626378643506689,9,0.776650734310551,True
fourier_K6,1,3,1,1,6,12,19,6019.010497796318,6018.12984889713,884,883,1,False,14,5.070414067794655,8,0.750024357300197,True
fourier_K1,0,1,0,1,2,2,5,6019.207887979437,6019.1394729281255,884,883,1,True,14,19.45363161222416,12,0.0781533339972041,True
fourier_K1,0,1,1,0,2,2,5,6019.24466664195,6019.1762515906385,884,883,1,True,14,19.449847615211002,12,0.07823527291518059,True
fourier_K6,2,2,0,0,4,12,17,6019.42592152088,6018.718407070013,884,883,1,False,14,8.797642148914937,10,0.5514098631569622,True
fourier_K5,1,2,0,0,3,10,14,6019.567503490877,6019.083632523136,884,883,1,False,14,8.569941771025308,11,0.6615210617769824,True
fourier_K4,2,2,1,1,6,8,15,6019.766915355203,6019.213282137211,884,883,1,False,14,5.235252737586472,8,0.7321615223856874,True
fourier_K4,2,2,0,2,6,8,15,6019.772269017409,6019.218635799416,884,883,1,False,14,5.1601851162242145,8,0.740326194600944,True
fourier_K4,2,2,0,0,4,8,13,6020.420731311643,6020.00185904467,884,883,1,False,14,8.497493569952187,10,0.5803613295249797,True
fourier_K4,1,2,1,2,6,8,15,6020.603512024635,6020.0498788066425,884,883,1,False,14,5.719060085319328,8,0.6786677376687955,True
fourier_K6,2,2,1,2,7,12,20,6020.611381991754,6019.636904033517,884,883,1,False,14,5.77353260804886,7,0.5664277464795215,True
fourier_K5,2,2,0,2,6,10,17,6020.874465085259,6020.1669506343915,884,883,1,False,14,5.245909563735523,8,0.7309986901900654,True
fourier_K5,2,2,1,1,6,10,17,6020.879278357572,6020.171763906705,884,883,1,False,14,5.342974911303264,8,0.7203679718777811,True
fourier_K5,2,2,0,0,4,10,15,6021.68287018792,6021.129236969928,884,883,1,False,14,8.679152953915178,10,0.5627995806221824,True
fourier_K4,2,2,1,2,7,8,16,6021.892664678469,6021.264489158839,884,883,1,False,14,5.29507083097061,7,0.624003039137744,True
fourier_K2,0,1,0,1,2,4,7,6022.795373688575,6022.667373688575,884,883,1,True,14,19.621970297487817,12,0.07458352173709976,True
fourier_K2,0,1,1,0,2,4,7,6022.809475147621,6022.681475147621,884,883,1,True,14,19.64041656891516,12,0.07420120643015418,True
fourier_K5,2,2,1,2,7,10,18,6023.031036701446,6022.239370034779,884,883,1,False,14,5.19638282670247,7,0.6360114718241091,True
fourier_K3,0,1,0,1,2,6,9,6024.8761539869,6024.66996841989,884,883,1,True,14,20.12483997649243,12,0.0647609565899044,True
fourier_K4,0,1,0,1,2,8,11,6028.094899413616,6027.791799528427,884,883,1,False,14,20.349854678060048,12,0.06075061939781867,True
fourier_K6,0,1,0,1,2,12,15,6029.670955012015,6029.117321794022,884,883,1,False,14,22.011647329227877,12,0.03738948255855891,False
fourier_K5,0,1,0,1,2,10,13,6030.139519460497,6029.720647193523,884,883,1,True,14,20.847496505917185,12,0.05265872360547191,True
fourier_K5,0,1,1,0,2,10,13,6030.176457374523,6029.75758510755,884,883,1,False,14,20.888168114327417,12,0.0520422332405642,True
fourier_K6,0,1,1,1,3,12,16,6031.703554565841,6031.07537904621,884,883,1,False,14,21.99677998225414,11,0.024398201523536424,False
monthly,0,2,1,1,4,12,17,6032.550273999994,6031.842759549127,884,883,1,False,14,6.704172800426497,10,0.7530464576316136,True
